item1,item2,item3,value1,value2,value3,part_item1,part_item2,part_item3,part_value1,part_value2,part_value3,reward,agreement,text,convo.id
1,3,1,7,4,0,1,5,1,1,4,1,7,agree,"YOU: i really need a hat but i do like to read <eos> THEM: the book is very important to me , but i will accept letting the hat go . plus it looks better on you anyway ! do the balls hold any value to you or mind if i grabbed them with the book ? <eos> YOU: how about i take 1 ball and the hat and you get the rest <eos> THEM: deal <eos> YOU: <selection>",7869
1,5,1,1,4,1,1,3,1,7,4,0,8,agree,"THEM: i really need a hat but i do like to read <eos> YOU: the book is very important to me , but i will accept letting the hat go . plus it looks better on you anyway ! do the balls hold any value to you or mind if i grabbed them with the book ? <eos> THEM: how about i take 1 ball and the hat and you get the rest <eos> YOU: deal <eos> THEM: <selection>",7870
1,7,3,1,1,0,1,5,3,0,1,5,7,agree,"YOU: if i can have the book and the hats you can have the balls <eos> THEM: book and ball to me , rest to you <eos> YOU: i can not make that deal . i need the book or i can not make a deal <eos> THEM: give me hats and ball then <eos> YOU: okay deal . <eos> THEM: <selection>",7871
1,5,3,0,1,5,1,7,3,1,1,0,5,agree,"THEM: if i can have the book and the hats you can have the balls <eos> YOU: book and ball to me , rest to you <eos> THEM: i can not make that deal . i need the book or i can not make a deal <eos> YOU: give me hats and ball then <eos> THEM: okay deal . <eos> YOU: <selection>",7872
1,2,4,1,1,4,1,5,4,0,1,5,4,agree,YOU: can i have 1 book <eos> THEM: how about you get all the hats and i get the rest ? <eos> YOU: sure <eos> THEM: <selection>,7873
1,5,4,0,1,5,1,2,4,1,1,4,10,agree,THEM: can i have 1 book <eos> YOU: how about you get all the hats and i get the rest ? <eos> THEM: sure <eos> YOU: <selection>,7874
2,4,2,0,1,2,2,2,2,2,1,2,8,agree,"THEM: i would like the books and the hats please . <eos> YOU: you can have the hats but , i need the books and the ball please <eos> THEM: that is not going to work for me . <eos> YOU: then i need both books you can have everything else <eos> THEM: i can work with that . <eos> YOU: okay thank you . <eos> THEM: <selection>",7875
2,2,2,2,1,2,2,4,2,0,1,2,6,agree,"YOU: i would like the books and the hats please . <eos> THEM: you can have the hats but , i need the books and the ball please <eos> YOU: that is not going to work for me . <eos> THEM: then i need both books you can have everything else <eos> YOU: i can work with that . <eos> THEM: okay thank you . <eos> YOU: <selection>",7876
1,2,4,2,1,0,1,9,4,0,1,1,8,agree,"YOU: yo yo yo . i would like 3 hats and 1 book good sir . <eos> THEM: i would like the book and the ball , all hats to you brah . <eos> YOU: hmm i do like hats , but i dunno mane . <eos> THEM: i'll throw in a valentine <eos> YOU: alright i guess that'll do . it better not be those awful candy hearts though . hats away <eos> THEM: <selection>",7877
1,9,4,0,1,1,1,2,4,2,1,0,10,agree,"THEM: yo yo yo . i would like 3 hats and 1 book good sir . <eos> YOU: i would like the book and the ball , all hats to you brah . <eos> THEM: hmm i do like hats , but i dunno mane . <eos> YOU: i'll throw in a valentine <eos> THEM: alright i guess that'll do . it better not be those awful candy hearts though . hats away <eos> YOU: <selection>",7878
2,3,2,0,1,4,2,1,2,2,1,4,NA,agree,"THEM: hello . which item(s) do you want the most ? <eos> YOU: i would like the books and ball . the hats i can negotiate a bit more . what about you ? <eos> THEM: the ball and hats are the highest value for me . i would be willing to give you one hat and two books if you allow me to have a ball and a hat . <eos> YOU: unfortunately , the ball has the highest value for me as well . let's see how we can do this . <eos> THEM: in order to make up for losing the ball , i would need all of the other items . are you willing to do that ? <eos> YOU: i'd be willing to let you have both hats and one book . how's that ? <eos> THEM: i really need both hats and both books to break even . <eos> YOU: i need at least a book w / the ball to break even , too . <eos> THEM: i can't agree to that . <eos> YOU: ok . i can't agree to anything else either . wouldn't be a good deal for me . <eos> THEM: <selection>",7879
2,1,2,2,1,4,2,3,2,0,1,4,NA,agree,"YOU: hello . which item(s) do you want the most ? <eos> THEM: i would like the books and ball . the hats i can negotiate a bit more . what about you ? <eos> YOU: the ball and hats are the highest value for me . i would be willing to give you one hat and two books if you allow me to have a ball and a hat . <eos> THEM: unfortunately , the ball has the highest value for me as well . let's see how we can do this . <eos> YOU: in order to make up for losing the ball , i would need all of the other items . are you willing to do that ? <eos> THEM: i'd be willing to let you have both hats and one book . how's that ? <eos> YOU: i really need both hats and both books to break even . <eos> THEM: i need at least a book w / the ball to break even , too . <eos> YOU: i can't agree to that . <eos> THEM: ok . i can't agree to anything else either . wouldn't be a good deal for me . <eos> YOU: <selection>",7880
3,0,1,8,1,2,3,2,1,3,1,1,10,disagree,THEM: ill give you the ball for a hat <eos> YOU: i would like the hat you can have the books . <eos> THEM: ill give you the ball and the book for your hats <eos> YOU: <selection>,7881
2,0,1,4,2,3,2,1,1,0,2,4,7,agree,"YOU: i'd like 1 hat and 2 balls please . <eos> THEM: how about i take the balls and you take the rest ? <eos> YOU: how about you take 1 ball ? <eos> THEM: give me one ball and the books . <eos> YOU: okay , i can work with that . <eos> THEM: <selection>",7882
2,1,1,0,2,4,2,0,1,4,2,3,6,agree,"THEM: i'd like 1 hat and 2 balls please . <eos> YOU: how about i take the balls and you take the rest ? <eos> THEM: how about you take 1 ball ? <eos> YOU: give me one ball and the books . <eos> THEM: okay , i can work with that . <eos> YOU: <selection>",7883
1,2,4,1,1,4,1,5,4,0,1,5,5,agree,"THEM: i would like 1 book and 1 ball <eos> YOU: ill take book and all hats <eos> THEM: how about a book and 2 hats <eos> YOU: book and three hats <eos> THEM: i want a ball and 2 hats <eos> YOU: can't do , book and three hats works <eos> THEM: no deal on my end for that <eos> YOU: ill take book and ball , you keep rest <eos> THEM: no , that was my first offer <eos> YOU: then we agree <eos> THEM: i get the book and ball then <eos> YOU: book and all hats for me if you get ball <eos> THEM: no i want 2 hats and the ball , that's fair <eos> YOU: ball to costly to me , book and all hats is worth less then ball for me <eos> THEM: then i'll take the book and 3 hats <eos> YOU: deal <eos> THEM: agrred , deal <eos> YOU: <selection>",7884
1,5,4,0,1,5,1,2,4,1,1,4,5,agree,"YOU: i would like 1 book and 1 ball <eos> THEM: ill take book and all hats <eos> YOU: how about a book and 2 hats <eos> THEM: book and three hats <eos> YOU: i want a ball and 2 hats <eos> THEM: can't do , book and three hats works <eos> YOU: no deal on my end for that <eos> THEM: ill take book and ball , you keep rest <eos> YOU: no , that was my first offer <eos> THEM: then we agree <eos> YOU: i get the book and ball then <eos> THEM: book and all hats for me if you get ball <eos> YOU: no i want 2 hats and the ball , that's fair <eos> THEM: ball to costly to me , book and all hats is worth less then ball for me <eos> YOU: then i'll take the book and 3 hats <eos> THEM: deal <eos> YOU: agrred , deal <eos> THEM: <selection>",7885
1,8,2,1,4,0,1,0,2,1,4,2,9,agree,YOU: i would like the book and 1 hat and you could keep all the balls and one hat <eos> THEM: sounds like a fair deal <eos> YOU: <selection>,7886
1,0,2,1,4,2,1,8,2,1,4,0,9,agree,THEM: i would like the book and 1 hat and you could keep all the balls and one hat <eos> YOU: sounds like a fair deal <eos> THEM: <selection>,7887
4,0,1,6,2,2,4,1,1,4,2,1,NA,agree,"THEM: hi , i need the hat and 3 books <eos> YOU: you can have the books but , i need the hat and the balls <eos> THEM: sorry , i really need the hat , <eos> YOU: i do as well . i can not make a deal without it <eos> THEM: no deal then <eos> YOU: no deal . <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: . no deal <eos> THEM: <selection>",7888
4,1,1,4,2,1,4,0,1,6,2,2,NA,agree,"YOU: hi , i need the hat and 3 books <eos> THEM: you can have the books but , i need the hat and the balls <eos> YOU: sorry , i really need the hat , <eos> THEM: i do as well . i can not make a deal without it <eos> YOU: no deal then <eos> THEM: no deal . <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: . no deal <eos> YOU: <selection>",7889
1,1,3,1,2,3,1,2,3,2,2,1,7,agree,THEM: i'd like the 3 hats and either a ball or the book : ) <eos> YOU: hmm . how about you get 2 hats and the book . <eos> THEM: ok <eos> YOU: <selection>,7890
1,2,3,2,2,1,1,1,3,1,2,3,6,agree,YOU: i'd like the 3 hats and either a ball or the book : ) <eos> THEM: hmm . how about you get 2 hats and the book . <eos> YOU: ok <eos> THEM: <selection>,7891
4,1,2,3,1,0,4,0,2,1,1,8,7,agree,"THEM: i'd like 1 ball , 2 hats and you can have all books . <eos> YOU: sorry that wont work for me . id like the hats and books <eos> THEM: you can have all books , but i need at least 1 hat and the 1 ball which gives you 5 items . <eos> YOU: sorry i cant make a deal without 2 hats . i can offer you the ball and 2 books <eos> THEM: only way this works for me is if i can have the ball and 3 hats . <eos> YOU: theres only 2 hats <eos> THEM: sorry , i meant 1 ball and 3 books <eos> YOU: deal <eos> THEM: <selection>",7892
4,0,2,1,1,8,4,1,2,3,1,0,8,agree,"YOU: i'd like 1 ball , 2 hats and you can have all books . <eos> THEM: sorry that wont work for me . id like the hats and books <eos> YOU: you can have all books , but i need at least 1 hat and the 1 ball which gives you 5 items . <eos> THEM: sorry i cant make a deal without 2 hats . i can offer you the ball and 2 books <eos> YOU: only way this works for me is if i can have the ball and 3 hats . <eos> THEM: theres only 2 hats <eos> YOU: sorry , i meant 1 ball and 3 books <eos> THEM: deal <eos> YOU: <selection>",7893
2,1,2,2,1,4,2,0,2,1,1,8,6,agree,"YOU: i'd like th ball and the books . <eos> THEM: i really need the ball , can you take everything else ? <eos> YOU: yea , ok . <eos> THEM: <selection>",7894
2,0,2,1,1,8,2,1,2,2,1,4,8,agree,"THEM: i'd like th ball and the books . <eos> YOU: i really need the ball , can you take everything else ? <eos> THEM: yea , ok . <eos> YOU: <selection>",7895
2,2,2,1,2,2,2,0,2,5,2,0,8,agree,THEM: can i have the hats and 1 ball ? <eos> YOU: i really need 1 hat <eos> THEM: sorry i would need both hats i can give you everything else <eos> YOU: okay 2 hats to you ; 2 balls & 2 books to me <eos> THEM: okay deal <eos> YOU: <selection>,7896
2,0,2,5,2,0,2,2,2,1,2,2,10,agree,YOU: can i have the hats and 1 ball ? <eos> THEM: i really need 1 hat <eos> YOU: sorry i would need both hats i can give you everything else <eos> THEM: okay 2 hats to you ; 2 balls & 2 books to me <eos> YOU: okay deal <eos> THEM: <selection>,7897
2,0,1,0,2,5,2,1,1,4,2,2,10,agree,YOU: how bout i take 3 balls and you take 2 ? <eos> THEM: there's only 2 balls . <eos> YOU: oh duh whoops <eos> THEM: you can have balls if i can have hat and books . <eos> YOU: sure <eos> THEM: <selection>,7898
2,1,1,4,2,2,2,0,1,0,2,5,6,agree,THEM: how bout i take 3 balls and you take 2 ? <eos> YOU: there's only 2 balls . <eos> THEM: oh duh whoops <eos> YOU: you can have balls if i can have hat and books . <eos> THEM: sure <eos> YOU: <selection>,7899
2,3,2,1,2,1,2,0,2,4,2,1,8,agree,THEM: i need the hats <eos> YOU: you can have the hats if i can have the books and the balls <eos> THEM: got it thanks <eos> YOU: <selection>,7900
2,0,2,4,2,1,2,3,2,1,2,1,8,agree,YOU: i need the hats <eos> THEM: you can have the hats if i can have the books and the balls <eos> YOU: got it thanks <eos> THEM: <selection>,7901
1,3,1,4,3,1,1,2,1,5,3,1,5,agree,"THEM: i'll take book and hat if that's ok ? <eos> YOU: i need the hat <eos> THEM: same here <eos> YOU: i can give you just the hat , how about that ? <eos> THEM: i would need a book or a ball as well . . . . . too low otherwise <eos> YOU: how about you take the book and one ball <eos> THEM: i need the hat and either a ball or a book <eos> YOU: take the hat and one ball <eos> THEM: <selection>",7902
1,2,1,5,3,1,1,3,1,4,3,1,6,agree,"YOU: i'll take book and hat if that's ok ? <eos> THEM: i need the hat <eos> YOU: same here <eos> THEM: i can give you just the hat , how about that ? <eos> YOU: i would need a book or a ball as well . . . . . too low otherwise <eos> THEM: how about you take the book and one ball <eos> YOU: i need the hat and either a ball or a book <eos> THEM: take the hat and one ball <eos> YOU: <selection>",7903
1,2,2,3,2,1,1,0,2,3,2,2,NA,agree,"YOU: if i can have the hats and the book you can have the balls <eos> THEM: i need a hat with the two balls <eos> YOU: you can have the balls but , i need both hats <eos> THEM: that wont work for me <eos> YOU: then can i have one of each ? <eos> THEM: i will settle for two hats <eos> YOU: i can not make the deal . i need the hats as well <eos> THEM: then i guess we don't have a deal <eos> YOU: no deal . <eos> THEM: ok no deal <eos> YOU: <selection>",7904
1,0,2,3,2,2,1,2,2,3,2,1,NA,agree,"THEM: if i can have the hats and the book you can have the balls <eos> YOU: i need a hat with the two balls <eos> THEM: you can have the balls but , i need both hats <eos> YOU: that wont work for me <eos> THEM: then can i have one of each ? <eos> YOU: i will settle for two hats <eos> THEM: i can not make the deal . i need the hats as well <eos> YOU: then i guess we don't have a deal <eos> THEM: no deal . <eos> YOU: ok no deal <eos> THEM: <selection>",7905
1,8,2,0,2,1,1,2,2,4,2,0,9,agree,THEM: if i can have the hats and the book you can have the balls <eos> YOU: how about you get the hats and 1 ball and i get the book and 1 ball <eos> THEM: okay i will accept that deal . <eos> YOU: great <eos> THEM: thank you ! <eos> YOU: <selection>,7906
1,2,2,4,2,0,1,8,2,0,2,1,8,agree,YOU: if i can have the hats and the book you can have the balls <eos> THEM: how about you get the hats and 1 ball and i get the book and 1 ball <eos> YOU: okay i will accept that deal . <eos> THEM: great <eos> YOU: thank you ! <eos> THEM: <selection>,7907
3,2,1,3,1,1,3,0,1,8,1,2,7,agree,"THEM: i want the hat and the ball you can have all the books <eos> YOU: i want the books and one hat <eos> THEM: i am not giving up the hat , i take the hat and you get the rest <eos> YOU: fine <eos> THEM: <selection>",7908
3,0,1,8,1,2,3,2,1,3,1,1,8,agree,"YOU: i want the hat and the ball you can have all the books <eos> THEM: i want the books and one hat <eos> YOU: i am not giving up the hat , i take the hat and you get the rest <eos> THEM: fine <eos> YOU: <selection>",7909
2,1,2,1,2,3,2,0,2,1,2,4,6,agree,YOU: i would like the balls and the hats <eos> THEM: i need the balls <eos> YOU: i need atleast one of them <eos> THEM: you can have 1 ball and both books <eos> YOU: i want one ball both books and a hat <eos> THEM: ok <eos> YOU: <selection>,7910
2,0,2,1,2,4,2,1,2,1,2,3,5,agree,THEM: i would like the balls and the hats <eos> YOU: i need the balls <eos> THEM: i need atleast one of them <eos> YOU: you can have 1 ball and both books <eos> THEM: i want one ball both books and a hat <eos> YOU: ok <eos> THEM: <selection>,7911
2,3,2,2,1,0,2,2,2,0,1,6,7,agree,THEM: i would like the ball and the books . <eos> YOU: split the books and i take the hat and you take the ball ? <eos> THEM: deal . <eos> YOU: <selection>,7912
2,2,2,0,1,6,2,3,2,2,1,0,8,agree,YOU: i would like the ball and the books . <eos> THEM: split the books and i take the hat and you take the ball ? <eos> YOU: deal . <eos> THEM: <selection>,7913
2,1,1,2,2,3,2,0,1,6,2,2,NA,agree,"THEM: if i can have the hat and the balls you can have the books <eos> YOU: need balls , you have rest <eos> THEM: i need at least one ball . if i can have the ball , hat and one book you can have the rest <eos> YOU: need both balls , <eos> THEM: then no deal . i'm sorry . <eos> YOU: ok , we wait <eos> THEM: no deal . <eos> YOU: yes <eos> THEM: no deal . <eos> YOU: booo . appear <eos> THEM: <selection>",7914
2,0,1,6,2,2,2,1,1,2,2,3,NA,agree,"YOU: if i can have the hat and the balls you can have the books <eos> THEM: need balls , you have rest <eos> YOU: i need at least one ball . if i can have the ball , hat and one book you can have the rest <eos> THEM: need both balls , <eos> YOU: then no deal . i'm sorry . <eos> THEM: ok , we wait <eos> YOU: no deal . <eos> THEM: yes <eos> YOU: no deal . <eos> THEM: booo . appear <eos> YOU: <selection>",7915
